id,market_id,contract_id,user_id,odd,value,type
47,115228111,7611327,673,1.01,49.4665306122449,BACK
48,115228111,7611327,619,1.01,49.4665306122449,LAY
49,115228111,7611327,655,1.01,49.4665306122449,BACK
50,115228111,7611327,86,1.01,49.4665306122449,LAY
51,115228111,7611327,281,1.01,49.4665306122449,BACK
52,115228111,7611327,795,1.01,49.4665306122449,LAY
53,115228111,7611327,140,1.01,49.4665306122449,BACK
54,115228111,7611327,245,1.01,49.4665306122449,LAY
55,115228111,7611327,122,1.01,49.4665306122449,BACK
56,115228111,7611327,457,1.01,49.4665306122449,LAY
57,115228111,7611327,650,1.01,49.4665306122449,BACK
58,115228111,7611327,588,1.01,49.4665306122449,LAY
59,115228111,7611327,280,1.01,49.4665306122449,BACK
60,115228111,7611327,681,1.01,49.4665306122449,LAY
61,115228111,7611327,250,1.01,49.4665306122449,BACK
62,115228111,7611327,467,1.01,49.4665306122449,LAY
63,115228111,7611327,97,1.01,49.4665306122449,BACK
64,115228111,7611327,499,1.01,49.4665306122449,LAY
65,115228111,7611327,750,1.01,49.4665306122449,BACK
66,115228111,7611327,167,1.01,49.4665306122449,LAY
67,115228111,7611327,48,1.01,49.4665306122449,BACK
68,115228111,7611327,24,1.01,49.4665306122449,LAY
69,115228111,7611327,844,1.01,49.4665306122449,BACK
70,115228111,7611327,519,1.01,49.4665306122449,LAY
71,115228111,7611327,477,1.01,49.4665306122449,BACK
72,115228111,7611327,482,1.01,49.4665306122449,LAY
73,115228111,7611327,756,1.01,49.4665306122449,BACK
74,115228111,7611327,508,1.01,49.4665306122449,LAY
75,115228111,7611327,116,1.01,49.4665306122449,BACK
76,115228111,7611327,144,1.01,49.4665306122449,LAY
77,115228111,7611327,187,1.01,49.4665306122449,BACK
78,115228111,7611327,494,1.01,49.4665306122449,LAY
79,115228111,7611327,518,1.01,49.4665306122449,BACK
80,115228111,7611327,25,1.01,49.4665306122449,LAY
81,115228111,7611327,698,1.01,49.4665306122449,BACK
82,115228111,7611327,227,1.01,49.4665306122449,LAY
83,115228111,7611327,693,1.01,49.4665306122449,BACK
84,115228111,7611327,327,1.01,49.4665306122449,LAY
85,115228111,7611327,21,1.01,49.4665306122449,BACK
86,115228111,7611327,254,1.01,49.4665306122449,LAY
87,115228111,7611327,826,1.01,49.4665306122449,BACK
88,115228111,7611327,277,1.01,49.4665306122449,LAY
89,115228111,7611327,729,1.01,49.4665306122449,BACK
90,115228111,7611327,754,1.01,49.4665306122449,LAY
91,115228111,7611327,576,1.01,49.4665306122449,BACK
92,115228111,7611327,261,1.01,49.4665306122449,LAY
93,115228111,7611327,119,1.01,49.4665306122449,BACK
94,115228111,7611327,728,1.01,49.4665306122449,LAY
95,115228111,7611327,430,1.01,49.4665306122449,BACK
96,115228111,7611327,329,1.01,49.4665306122449,LAY
97,115228111,7611327,493,1.01,49.4665306122449,BACK
98,115228111,7611327,134,1.01,49.4665306122449,LAY
99,115228111,7611327,410,1.01,49.4665306122449,BACK
100,115228111,7611327,546,1.01,49.4665306122449,LAY
101,115228111,7611327,40,1.01,49.4665306122449,BACK
102,115228111,7611327,867,1.01,49.4665306122449,LAY
103,115228111,7611327,171,1.01,49.4665306122449,BACK
104,115228111,7611327,656,1.01,49.4665306122449,LAY
105,115228111,7611327,834,1.01,49.4665306122449,BACK
106,115228111,7611327,537,1.01,49.4665306122449,LAY
107,115228111,7611327,762,1.01,49.4665306122449,BACK
108,115228111,7611327,785,1.01,49.4665306122449,LAY
109,115228111,7611327,697,1.01,49.4665306122449,BACK
110,115228111,7611327,593,1.01,49.4665306122449,LAY
111,115228111,7611327,242,1.01,49.4665306122449,BACK
112,115228111,7611327,509,1.01,49.4665306122449,LAY
113,115228111,7611327,98,1.01,49.4665306122449,BACK
114,115228111,7611327,136,1.01,49.4665306122449,LAY
115,115228111,7611327,224,1.01,49.4665306122449,BACK
116,115228111,7611327,756,1.01,49.4665306122449,LAY
117,115228111,7611327,238,1.01,49.4665306122449,BACK
118,115228111,7611327,714,1.01,49.4665306122449,LAY
119,115228111,7611327,690,1.01,49.4665306122449,BACK
120,115228111,7611327,755,1.01,49.4665306122449,LAY
121,115137469,30246,401,1.63,3.4799999999999995,BACK
122,115137469,30246,757,1.63,3.4799999999999995,LAY
123,115137469,30246,87,1.63,3.4799999999999995,BACK
124,115137469,30246,8,1.63,3.4799999999999995,LAY
125,115137469,30246,743,1.63,3.4799999999999995,BACK
126,115137469,30246,281,1.63,3.4799999999999995,LAY
127,115137469,30246,451,1.63,3.4799999999999995,BACK
128,115137469,30246,113,1.63,3.4799999999999995,LAY
129,115137469,30246,856,1.63,3.4799999999999995,BACK
130,115137469,30246,857,1.63,3.4799999999999995,LAY
131,115137464,3710152,201,5.8,3.77,BACK
132,115137464,3710152,80,5.8,3.77,LAY
133,115137464,3710152,592,5.8,3.77,BACK
134,115137464,3710152,809,5.8,3.77,LAY
135,115137464,3710152,841,5.8,3.77,BACK
136,115137464,3710152,36,5.8,3.77,LAY
137,115137464,3710152,706,5.8,3.77,BACK
138,115137464,3710152,475,5.8,3.77,LAY
139,115137464,3710152,82,5.8,3.77,BACK
140,115137464,3710152,437,5.8,3.77,LAY
141,115137464,3710152,18,5.8,3.77,BACK
142,115137464,3710152,290,5.8,3.77,LAY
143,115137464,3710152,833,5.8,3.77,BACK
144,115137464,3710152,27,5.8,3.77,LAY
145,115137464,3710152,358,5.8,3.77,BACK
146,115137464,3710152,25,5.8,3.77,LAY
147,115137466,58805,674,110.0,0.9995744680851063,BACK
148,115137466,58805,863,110.0,0.9995744680851063,LAY
149,115137466,58805,869,110.0,0.9995744680851063,BACK
150,115137466,58805,44,110.0,0.9995744680851063,LAY
151,115137466,58805,221,110.0,0.9995744680851063,BACK
152,115137466,58805,438,110.0,0.9995744680851063,LAY
153,115137466,58805,174,110.0,0.9995744680851063,BACK
154,115137466,58805,199,110.0,0.9995744680851063,LAY
155,115137466,58805,286,110.0,0.9995744680851063,BACK
156,115137466,58805,883,110.0,0.9995744680851063,LAY
157,115137466,58805,488,110.0,0.9995744680851063,BACK
158,115137466,58805,300,110.0,0.9995744680851063,LAY
159,115137466,58805,537,110.0,0.9995744680851063,BACK
160,115137466,58805,252,110.0,0.9995744680851063,LAY
161,115137466,58805,557,110.0,0.9995744680851063,BACK
162,115137466,58805,843,110.0,0.9995744680851063,LAY
163,115137466,58805,387,110.0,0.9995744680851063,BACK
164,115137466,58805,482,110.0,0.9995744680851063,LAY
165,115137466,58805,897,110.0,0.9995744680851063,BACK
166,115137466,58805,255,110.0,0.9995744680851063,LAY
167,115137466,58805,697,110.0,0.9995744680851063,BACK
168,115137466,58805,166,110.0,0.9995744680851063,LAY
169,115137466,58805,885,110.0,0.9995744680851063,BACK
170,115137466,58805,594,110.0,0.9995744680851063,LAY
171,115137466,58805,724,110.0,0.9995744680851063,BACK
172,115137466,58805,262,110.0,0.9995744680851063,LAY
173,115137466,58805,79,110.0,0.9995744680851063,BACK
174,115137466,58805,240,110.0,0.9995744680851063,LAY
175,115137466,58805,168,110.0,0.9995744680851063,BACK
176,115137466,58805,490,110.0,0.9995744680851063,LAY
177,115137466,58805,858,110.0,0.9995744680851063,BACK
178,115137466,58805,174,110.0,0.9995744680851063,LAY
179,115137466,58805,697,110.0,0.9995744680851063,BACK
180,115137466,58805,386,110.0,0.9995744680851063,LAY
181,115137466,58805,52,110.0,0.9995744680851063,BACK
182,115137466,58805,507,110.0,0.9995744680851063,LAY
183,115137466,58805,592,110.0,0.9995744680851063,BACK
184,115137466,58805,611,110.0,0.9995744680851063,LAY
185,115137466,58805,358,110.0,0.9995744680851063,BACK
186,115137466,58805,383,110.0,0.9995744680851063,LAY
187,115137466,58805,17,110.0,0.9995744680851063,BACK
188,115137466,58805,150,110.0,0.9995744680851063,LAY
189,115137466,58805,552,110.0,0.9995744680851063,BACK
190,115137466,58805,163,110.0,0.9995744680851063,LAY
191,115137466,58805,478,110.0,0.9995744680851063,BACK
192,115137466,58805,180,110.0,0.9995744680851063,LAY
193,115137466,58805,834,110.0,0.9995744680851063,BACK
194,115137466,58805,476,110.0,0.9995744680851063,LAY
195,115137466,58805,284,110.0,0.9995744680851063,BACK
196,115137466,58805,752,110.0,0.9995744680851063,LAY
197,115137466,58805,864,110.0,0.9995744680851063,BACK
198,115137466,58805,24,110.0,0.9995744680851063,LAY
199,115137466,58805,116,110.0,0.9995744680851063,BACK
200,115137466,58805,450,110.0,0.9995744680851063,LAY
201,115137466,58805,263,110.0,0.9995744680851063,BACK
202,115137466,58805,19,110.0,0.9995744680851063,LAY
203,115137466,58805,282,110.0,0.9995744680851063,BACK
204,115137466,58805,772,110.0,0.9995744680851063,LAY
205,115137466,58805,684,110.0,0.9995744680851063,BACK
206,115137466,58805,454,110.0,0.9995744680851063,LAY
207,115137466,58805,574,110.0,0.9995744680851063,BACK
208,115137466,58805,331,110.0,0.9995744680851063,LAY
209,115137466,58805,850,110.0,0.9995744680851063,BACK
210,115137466,58805,777,110.0,0.9995744680851063,LAY
211,115137466,58805,676,110.0,0.9995744680851063,BACK
212,115137466,58805,657,110.0,0.9995744680851063,LAY
213,115137466,58805,262,110.0,0.9995744680851063,BACK
214,115137466,58805,700,110.0,0.9995744680851063,LAY
215,115137466,58805,772,110.0,0.9995744680851063,BACK
216,115137466,58805,410,110.0,0.9995744680851063,LAY
217,115137466,58805,756,110.0,0.9995744680851063,BACK
218,115137466,58805,364,110.0,0.9995744680851063,LAY
219,115137466,58805,63,110.0,0.9995744680851063,BACK
220,115137466,58805,8,110.0,0.9995744680851063,LAY
221,115137466,58805,494,110.0,0.9995744680851063,BACK
222,115137466,58805,503,110.0,0.9995744680851063,LAY
223,115137466,58805,528,110.0,0.9995744680851063,BACK
224,115137466,58805,224,110.0,0.9995744680851063,LAY
225,115137466,58805,377,110.0,0.9995744680851063,BACK
226,115137466,58805,704,110.0,0.9995744680851063,LAY
227,115137466,58805,702,110.0,0.9995744680851063,BACK
228,115137466,58805,508,110.0,0.9995744680851063,LAY
229,115137466,58805,182,110.0,0.9995744680851063,BACK
230,115137466,58805,161,110.0,0.9995744680851063,LAY
231,115137466,58805,758,110.0,0.9995744680851063,BACK
232,115137466,58805,112,110.0,0.9995744680851063,LAY
233,115137466,58805,263,110.0,0.9995744680851063,BACK
234,115137466,58805,367,110.0,0.9995744680851063,LAY
235,115137466,58805,559,110.0,0.9995744680851063,BACK
236,115137466,58805,781,110.0,0.9995744680851063,LAY
237,115137466,58805,812,110.0,0.9995744680851063,BACK
238,115137466,58805,660,110.0,0.9995744680851063,LAY
239,115137466,58805,786,110.0,0.9995744680851063,BACK
240,115137466,58805,460,110.0,0.9995744680851063,LAY
241,115137463,47972,116,1.98,17.77328125,BACK
242,115137463,47972,666,1.98,17.77328125,LAY
243,115137463,47972,864,1.98,17.77328125,BACK
244,115137463,47972,327,1.98,17.77328125,LAY
245,115137463,47972,280,1.98,17.77328125,BACK
246,115137463,47972,125,1.98,17.77328125,LAY
247,115137463,47972,254,1.98,17.77328125,BACK
248,115137463,47972,285,1.98,17.77328125,LAY
249,115137463,47972,330,1.98,17.77328125,BACK
250,115137463,47972,875,1.98,17.77328125,LAY
251,115137463,47972,122,1.98,17.77328125,BACK
252,115137463,47972,694,1.98,17.77328125,LAY
253,115137463,47972,822,1.98,17.77328125,BACK
254,115137463,47972,898,1.98,17.77328125,LAY
255,115137463,47972,324,1.98,17.77328125,BACK
256,115137463,47972,898,1.98,17.77328125,LAY
257,115137463,47972,482,1.98,17.77328125,BACK
258,115137463,47972,447,1.98,17.77328125,LAY
259,115137463,47972,703,1.98,17.77328125,BACK
260,115137463,47972,170,1.98,17.77328125,LAY
261,115137463,47972,845,1.98,17.77328125,BACK
262,115137463,47972,699,1.98,17.77328125,LAY
263,115137463,47972,661,1.98,17.77328125,BACK
264,115137463,47972,818,1.98,17.77328125,LAY
265,115137463,47972,431,1.98,17.77328125,BACK
266,115137463,47972,405,1.98,17.77328125,LAY
267,115137463,47972,183,1.98,17.77328125,BACK
268,115137463,47972,336,1.98,17.77328125,LAY
269,115137463,47972,665,1.98,17.77328125,BACK
270,115137463,47972,64,1.98,17.77328125,LAY
271,115137463,47972,345,1.98,17.77328125,BACK
272,115137463,47972,308,1.98,17.77328125,LAY
273,115137463,47972,205,1.98,17.77328125,BACK
274,115137463,47972,799,1.98,17.77328125,LAY
275,115137463,47972,400,1.98,17.77328125,BACK
276,115137463,47972,848,1.98,17.77328125,LAY
277,115137463,47972,480,1.98,17.77328125,BACK
278,115137463,47972,40,1.98,17.77328125,LAY
279,115137463,47972,543,1.98,17.77328125,BACK
280,115137463,47972,422,1.98,17.77328125,LAY
281,115137463,47972,361,1.98,17.77328125,BACK
282,115137463,47972,19,1.98,17.77328125,LAY
283,115137463,47972,758,1.98,17.77328125,BACK
284,115137463,47972,514,1.98,17.77328125,LAY
285,115137463,47972,883,1.98,17.77328125,BACK
286,115137463,47972,40,1.98,17.77328125,LAY
287,115137463,47972,588,1.98,17.77328125,BACK
288,115137463,47972,523,1.98,17.77328125,LAY
289,115137463,47972,250,1.98,17.77328125,BACK
290,115137463,47972,738,1.98,17.77328125,LAY
291,115137463,47972,78,1.98,17.77328125,BACK
292,115137463,47972,405,1.98,17.77328125,LAY
293,115137463,47972,224,1.98,17.77328125,BACK
294,115137463,47972,714,1.98,17.77328125,LAY
295,115137463,47972,112,1.98,17.77328125,BACK
296,115137463,47972,97,1.98,17.77328125,LAY
297,115137463,47972,755,1.98,17.77328125,BACK
298,115137463,47972,77,1.98,17.77328125,LAY
299,115137463,47972,72,1.98,17.77328125,BACK
300,115137463,47972,891,1.98,17.77328125,LAY
301,115137463,47972,327,1.98,17.77328125,BACK
302,115137463,47972,728,1.98,17.77328125,LAY
303,115137463,47972,886,1.98,17.77328125,BACK
304,115137463,47972,48,1.98,17.77328125,LAY
305,115137463,47972,377,1.98,17.77328125,BACK
306,115137463,47972,519,1.98,17.77328125,LAY
307,115137463,47972,342,1.98,17.77328125,BACK
308,115137463,47972,20,1.98,17.77328125,LAY
309,115137463,47972,41,1.98,17.77328125,BACK
310,115137463,47972,611,1.98,17.77328125,LAY
311,115137463,47972,780,1.98,17.77328125,BACK
312,115137463,47972,774,1.98,17.77328125,LAY
313,115137463,47972,140,1.98,17.77328125,BACK
314,115137463,47972,461,1.98,17.77328125,LAY
315,115137463,47972,594,1.98,17.77328125,BACK
316,115137463,47972,148,1.98,17.77328125,LAY
317,115137463,47972,304,1.98,17.77328125,BACK
318,115137463,47972,415,1.98,17.77328125,LAY
319,115137463,47972,304,1.98,17.77328125,BACK
320,115137463,47972,66,1.98,17.77328125,LAY
321,115137463,47972,352,1.98,17.77328125,BACK
322,115137463,47972,293,1.98,17.77328125,LAY
323,115137463,47972,854,1.98,17.77328125,BACK
324,115137463,47972,141,1.98,17.77328125,LAY
325,115137463,47972,296,1.98,17.77328125,BACK
326,115137463,47972,202,1.98,17.77328125,LAY
327,115137463,47972,115,1.98,17.77328125,BACK
328,115137463,47972,195,1.98,17.77328125,LAY
329,115137463,47972,155,1.98,17.77328125,BACK
330,115137463,47972,402,1.98,17.77328125,LAY
331,115137463,47972,626,1.98,17.77328125,BACK
332,115137463,47972,880,1.98,17.77328125,LAY
333,115137463,47972,787,1.98,17.77328125,BACK
334,115137463,47972,825,1.98,17.77328125,LAY
335,115137463,47972,844,1.98,17.77328125,BACK
336,115137463,47972,236,1.98,17.77328125,LAY
337,115137463,47972,302,1.98,17.77328125,BACK
338,115137463,47972,214,1.98,17.77328125,LAY
339,115137463,47972,498,1.98,17.77328125,BACK
340,115137463,47972,891,1.98,17.77328125,LAY
341,115137463,47972,306,1.98,17.77328125,BACK
342,115137463,47972,512,1.98,17.77328125,LAY
343,115137463,47972,552,1.98,17.77328125,BACK
344,115137463,47972,106,1.98,17.77328125,LAY
345,115137463,47972,539,1.98,17.77328125,BACK
346,115137463,47972,407,1.98,17.77328125,LAY
347,115137463,47972,764,1.98,17.77328125,BACK
348,115137463,47972,264,1.98,17.77328125,LAY
349,115137463,47972,664,1.98,17.77328125,BACK
350,115137463,47972,672,1.98,17.77328125,LAY
351,115137463,47972,699,1.98,17.77328125,BACK
352,115137463,47972,501,1.98,17.77328125,LAY
353,115137463,47972,36,1.98,17.77328125,BACK
354,115137463,47972,42,1.98,17.77328125,LAY
355,115137463,47972,844,1.98,17.77328125,BACK
356,115137463,47972,313,1.98,17.77328125,LAY
357,115137463,47972,94,1.98,17.77328125,BACK
358,115137463,47972,734,1.98,17.77328125,LAY
359,115137463,47972,874,1.98,17.77328125,BACK
360,115137463,47972,857,1.98,17.77328125,LAY
361,115137463,47972,82,1.98,17.77328125,BACK
362,115137463,47972,740,1.98,17.77328125,LAY
363,115137463,47972,576,1.98,17.77328125,BACK
364,115137463,47972,246,1.98,17.77328125,LAY
365,115137463,47972,727,1.98,17.77328125,BACK
366,115137463,47972,723,1.98,17.77328125,LAY
367,115137463,47972,71,1.98,17.77328125,BACK
368,115137463,47972,277,1.98,17.77328125,LAY
369,115214790,1222345,187,1.33,3.9269230769230767,BACK
370,115214790,1222345,482,1.33,3.9269230769230767,LAY
371,115214790,1222345,629,1.33,3.9269230769230767,BACK
372,115214790,1222345,194,1.33,3.9269230769230767,LAY
373,115214790,1222345,850,1.33,3.9269230769230767,BACK
374,115214790,1222345,734,1.33,3.9269230769230767,LAY
375,115214790,1222345,275,1.33,3.9269230769230767,BACK
376,115214790,1222345,168,1.33,3.9269230769230767,LAY
377,115214790,1222345,86,1.33,3.9269230769230767,BACK
378,115214790,1222345,321,1.33,3.9269230769230767,LAY
379,115214790,1222345,559,1.33,3.9269230769230767,BACK
380,115214790,1222345,131,1.33,3.9269230769230767,LAY
381,115214790,1222345,77,1.33,3.9269230769230767,BACK
382,115214790,1222345,520,1.33,3.9269230769230767,LAY
383,115214790,1222345,315,1.33,3.9269230769230767,BACK
384,115214790,1222345,742,1.33,3.9269230769230767,LAY
385,115214790,1222345,97,1.33,3.9269230769230767,BACK
386,115214790,1222345,247,1.33,3.9269230769230767,LAY
387,115214790,1222345,801,1.33,3.9269230769230767,BACK
388,115214790,1222345,359,1.33,3.9269230769230767,LAY
389,115214790,1222345,605,1.33,3.9269230769230767,BACK
390,115214790,1222345,866,1.33,3.9269230769230767,LAY
391,115214790,1222345,376,1.33,3.9269230769230767,BACK
392,115214790,1222345,805,1.33,3.9269230769230767,LAY
393,115214790,1222345,161,1.33,3.9269230769230767,BACK
394,115214790,1222345,256,1.33,3.9269230769230767,LAY
395,115137447,495321,461,1.28,27.360000000000003,BACK
396,115137447,495321,866,1.28,27.360000000000003,LAY
397,115137447,495321,314,1.28,27.360000000000003,BACK
398,115137447,495321,537,1.28,27.360000000000003,LAY
399,115137447,495321,202,1.28,27.360000000000003,BACK
400,115137447,495321,269,1.28,27.360000000000003,LAY
401,115137447,495321,37,1.28,27.360000000000003,BACK
402,115137447,495321,328,1.28,27.360000000000003,LAY
403,115137447,495321,871,1.28,27.360000000000003,BACK
404,115137447,495321,848,1.28,27.360000000000003,LAY
405,115137430,6764752,882,2.86,3.3249999999999997,BACK
406,115137430,6764752,354,2.86,3.3249999999999997,LAY
407,115137430,6764752,294,2.86,3.3249999999999997,BACK
408,115137430,6764752,857,2.86,3.3249999999999997,LAY
409,115137430,6764752,762,2.86,3.3249999999999997,BACK
410,115137430,6764752,698,2.86,3.3249999999999997,LAY
411,115137430,6764752,527,2.86,3.3249999999999997,BACK
412,115137430,6764752,227,2.86,3.3249999999999997,LAY
413,115137430,6764752,828,2.86,3.3249999999999997,BACK
414,115137430,6764752,770,2.86,3.3249999999999997,LAY
415,115137430,6764752,72,2.86,3.3249999999999997,BACK
416,115137430,6764752,311,2.86,3.3249999999999997,LAY
417,115290202,2,463,5.1,0.08,BACK
418,115290202,2,30,5.1,0.08,LAY
419,115290202,2,287,5.1,0.08,BACK
420,115290202,2,879,5.1,0.08,LAY
421,115228186,6758158,345,1.25,3.795,BACK
422,115228186,6758158,280,1.25,3.795,LAY
423,115228186,6758158,512,1.25,3.795,BACK
424,115228186,6758158,142,1.25,3.795,LAY
425,115228241,146050,292,1.36,3.22,BACK
426,115228241,146050,777,1.36,3.22,LAY
427,115228241,146050,99,1.36,3.22,BACK
428,115228241,146050,675,1.36,3.22,LAY
429,115228241,146050,373,1.36,3.22,BACK
430,115228241,146050,413,1.36,3.22,LAY
431,115214790,1222344,798,1.73,4.03,BACK
432,115214790,1222344,2,1.73,4.03,LAY
433,115214790,1222344,858,1.73,4.03,BACK
434,115214790,1222344,392,1.73,4.03,LAY
435,115214790,1222344,478,1.73,4.03,BACK
436,115214790,1222344,449,1.73,4.03,LAY
437,115214803,47972,65,2.38,13.569999999999999,BACK
438,115214803,47972,380,2.38,13.569999999999999,LAY
439,115214803,47972,314,2.38,13.569999999999999,BACK
440,115214803,47972,393,2.38,13.569999999999999,LAY
441,115214803,47972,449,2.38,13.569999999999999,BACK
442,115214803,47972,738,2.38,13.569999999999999,LAY
443,115214803,47972,257,2.38,13.569999999999999,BACK
444,115214803,47972,465,2.38,13.569999999999999,LAY
445,115214803,47972,334,2.38,13.569999999999999,BACK
446,115214803,47972,732,2.38,13.569999999999999,LAY
447,115214803,47972,258,2.38,13.569999999999999,BACK
448,115214803,47972,314,2.38,13.569999999999999,LAY
449,115214803,47972,304,2.38,13.569999999999999,BACK
450,115214803,47972,44,2.38,13.569999999999999,LAY
451,115137473,1485567,686,1.06,3.8475,BACK
452,115137473,1485567,75,1.06,3.8475,LAY
453,115137473,1485567,145,1.06,3.8475,BACK
454,115137473,1485567,10,1.06,3.8475,LAY
455,115137473,1485567,769,1.06,3.8475,BACK
456,115137473,1485567,541,1.06,3.8475,LAY
457,115137473,1485567,361,1.06,3.8475,BACK
458,115137473,1485567,537,1.06,3.8475,LAY
459,115137473,1485567,788,1.06,3.8475,BACK
460,115137473,1485567,630,1.06,3.8475,LAY
461,115137473,1485567,387,1.06,3.8475,BACK
462,115137473,1485567,559,1.06,3.8475,LAY
463,115137473,1485567,42,1.06,3.8475,BACK
464,115137473,1485567,357,1.06,3.8475,LAY
465,115137473,1485567,533,1.06,3.8475,BACK
466,115137473,1485567,386,1.06,3.8475,LAY
467,115228109,47972,747,1.58,2.775,BACK
468,115228109,47972,321,1.58,2.775,LAY
469,115228109,47972,411,1.58,2.775,BACK
470,115228109,47972,347,1.58,2.775,LAY
471,115228237,9,834,1.23,15.31,BACK
472,115228237,9,749,1.23,15.31,LAY
473,115228237,9,864,1.23,15.31,BACK
474,115228237,9,511,1.23,15.31,LAY
475,115290203,47972,840,1.74,36.885,BACK
476,115290203,47972,577,1.74,36.885,LAY
477,115290203,47972,681,1.74,36.885,BACK
478,115290203,47972,88,1.74,36.885,LAY
479,115290203,47972,434,1.62,0.8425,BACK
480,115290203,47972,55,1.62,0.8425,LAY
481,115290203,47972,65,1.62,0.8425,BACK
482,115290203,47972,886,1.62,0.8425,LAY
483,115290203,47972,619,1.62,0.8425,BACK
484,115290203,47972,174,1.62,0.8425,LAY
485,115290203,47972,678,1.62,0.8425,BACK
486,115290203,47972,796,1.62,0.8425,LAY
487,115137445,1221385,694,1.41,2.985,BACK
488,115137445,1221385,650,1.41,2.985,LAY
489,115137445,1221385,619,1.41,2.985,BACK
490,115137445,1221385,376,1.41,2.985,LAY
491,115364700,6563316,619,3.5,0.395,BACK
492,115364700,6563316,602,3.5,0.395,LAY
493,115364700,6563316,844,3.5,0.395,BACK
494,115364700,6563316,812,3.5,0.395,LAY
495,115228226,1222344,512,2.84,0.63,BACK
496,115228226,1222344,539,2.84,0.63,LAY
497,115228226,1222344,305,2.84,0.63,BACK
498,115228226,1222344,839,2.84,0.63,LAY
499,115228239,47972,582,1.38,3.965,BACK
500,115228239,47972,711,1.38,3.965,LAY
501,115228239,47972,695,1.38,3.965,BACK
502,115228239,47972,793,1.38,3.965,LAY
503,115290189,1221385,633,2.9,5.815,BACK
504,115290189,1221385,261,2.9,5.815,LAY
505,115290189,1221385,124,2.9,5.815,BACK
506,115290189,1221385,743,2.9,5.815,LAY
507,115290185,5851482,511,9.4,0.12,BACK
508,115290185,5851482,12,9.4,0.12,LAY
509,115290185,5851482,112,9.4,0.12,BACK
510,115290185,5851482,11,9.4,0.12,LAY
511,115137462,1,311,8.4,3.955,BACK
512,115137462,1,281,8.4,3.955,LAY
513,115137462,3,537,7.4,2.9513333333333334,BACK
514,115137462,3,876,7.4,2.9513333333333334,LAY
515,115137462,3,71,7.4,2.9513333333333334,BACK
516,115137462,3,22,7.4,2.9513333333333334,LAY
517,115137462,3,442,7.4,2.9513333333333334,BACK
518,115137462,3,501,7.4,2.9513333333333334,LAY
519,115137462,3,358,7.4,2.9513333333333334,BACK
520,115137462,3,100,7.4,2.9513333333333334,LAY
521,115137462,3,5,7.4,2.9513333333333334,BACK
522,115137462,3,70,7.4,2.9513333333333334,LAY
523,115137462,3,599,7.4,2.9513333333333334,BACK
524,115137462,3,472,7.4,2.9513333333333334,LAY
525,115137462,3,258,7.4,2.9513333333333334,BACK
526,115137462,3,716,7.4,2.9513333333333334,LAY
527,115137462,3,292,7.4,2.9513333333333334,BACK
528,115137462,3,451,7.4,2.9513333333333334,LAY
529,115137462,3,229,7.4,2.9513333333333334,BACK
530,115137462,3,207,7.4,2.9513333333333334,LAY
