id,back_bet_id,lay_bet_id,odd,value
113,225,226,110.0,1.9991489361702126
114,227,228,110.0,1.9991489361702126
115,229,230,110.0,1.9991489361702126
116,231,232,110.0,1.9991489361702126
117,233,234,110.0,1.9991489361702126
118,235,236,110.0,1.9991489361702126
119,237,238,110.0,1.9991489361702126
120,239,240,110.0,1.9991489361702126
121,241,242,1.98,35.5465625
122,243,244,1.98,35.5465625
123,245,246,1.98,35.5465625
124,247,248,1.98,35.5465625
125,249,250,1.98,35.5465625
126,251,252,1.98,35.5465625
127,253,254,1.98,35.5465625
128,255,256,1.98,35.5465625
129,257,258,1.98,35.5465625
130,259,260,1.98,35.5465625
131,261,262,1.98,35.5465625
132,263,264,1.98,35.5465625
133,265,266,1.98,35.5465625
134,267,268,1.98,35.5465625
135,269,270,1.98,35.5465625
136,271,272,1.98,35.5465625
137,273,274,1.98,35.5465625
138,275,276,1.98,35.5465625
139,277,278,1.98,35.5465625
140,279,280,1.98,35.5465625
141,281,282,1.98,35.5465625
142,283,284,1.98,35.5465625
143,285,286,1.98,35.5465625
144,287,288,1.98,35.5465625
145,289,290,1.98,35.5465625
146,291,292,1.98,35.5465625
147,293,294,1.98,35.5465625
148,295,296,1.98,35.5465625
149,297,298,1.98,35.5465625
150,299,300,1.98,35.5465625
151,301,302,1.98,35.5465625
152,303,304,1.98,35.5465625
153,305,306,1.98,35.5465625
154,307,308,1.98,35.5465625
155,309,310,1.98,35.5465625
156,311,312,1.98,35.5465625
157,313,314,1.98,35.5465625
158,315,316,1.98,35.5465625
159,317,318,1.98,35.5465625
160,319,320,1.98,35.5465625
161,321,322,1.98,35.5465625
162,323,324,1.98,35.5465625
163,325,326,1.98,35.5465625
164,327,328,1.98,35.5465625
165,329,330,1.98,35.5465625
166,331,332,1.98,35.5465625
167,333,334,1.98,35.5465625
168,335,336,1.98,35.5465625
169,337,338,1.98,35.5465625
170,339,340,1.98,35.5465625
171,341,342,1.98,35.5465625
172,343,344,1.98,35.5465625
173,345,346,1.98,35.5465625
174,347,348,1.98,35.5465625
175,349,350,1.98,35.5465625
176,351,352,1.98,35.5465625
177,353,354,1.98,35.5465625
178,355,356,1.98,35.5465625
179,357,358,1.98,35.5465625
180,359,360,1.98,35.5465625
181,361,362,1.98,35.5465625
182,363,364,1.98,35.5465625
183,365,366,1.98,35.5465625
184,367,368,1.98,35.5465625
185,369,370,1.33,7.8538461538461535
186,371,372,1.33,7.8538461538461535
187,373,374,1.33,7.8538461538461535
188,375,376,1.33,7.8538461538461535
189,377,378,1.33,7.8538461538461535
190,379,380,1.33,7.8538461538461535
191,381,382,1.33,7.8538461538461535
192,383,384,1.33,7.8538461538461535
193,385,386,1.33,7.8538461538461535
194,387,388,1.33,7.8538461538461535
195,389,390,1.33,7.8538461538461535
196,391,392,1.33,7.8538461538461535
197,393,394,1.33,7.8538461538461535
198,395,396,1.28,54.720000000000006
199,397,398,1.28,54.720000000000006
200,399,400,1.28,54.720000000000006
201,401,402,1.28,54.720000000000006
202,403,404,1.28,54.720000000000006
203,405,406,2.86,6.6499999999999995
204,407,408,2.86,6.6499999999999995
205,409,410,2.86,6.6499999999999995
206,411,412,2.86,6.6499999999999995
207,413,414,2.86,6.6499999999999995
208,415,416,2.86,6.6499999999999995
209,417,418,5.1,0.16
210,419,420,5.1,0.16
211,421,422,1.25,7.59
212,423,424,1.25,7.59
213,425,426,1.36,6.44
214,427,428,1.36,6.44
215,429,430,1.36,6.44
216,431,432,1.73,8.06
217,433,434,1.73,8.06
218,435,436,1.73,8.06
219,437,438,2.38,27.139999999999997
220,439,440,2.38,27.139999999999997
221,441,442,2.38,27.139999999999997
222,443,444,2.38,27.139999999999997
223,445,446,2.38,27.139999999999997
224,447,448,2.38,27.139999999999997
225,449,450,2.38,27.139999999999997
226,451,452,1.06,7.695
227,453,454,1.06,7.695
228,455,456,1.06,7.695
229,457,458,1.06,7.695
230,459,460,1.06,7.695
231,461,462,1.06,7.695
232,463,464,1.06,7.695
233,465,466,1.06,7.695
234,467,468,1.58,5.55
235,469,470,1.58,5.55
236,471,472,1.23,30.62
237,473,474,1.23,30.62
238,475,476,1.74,73.77
239,477,478,1.74,73.77
240,479,480,1.62,1.685
241,481,482,1.62,1.685
242,483,484,1.62,1.685
243,485,486,1.62,1.685
244,487,488,1.41,5.97
245,489,490,1.41,5.97
246,491,492,3.5,0.79
247,493,494,3.5,0.79
248,495,496,2.84,1.26
249,497,498,2.84,1.26
250,499,500,1.38,7.93
251,501,502,1.38,7.93
252,503,504,2.9,11.63
253,505,506,2.9,11.63
254,507,508,9.4,0.24
255,509,510,9.4,0.24
256,511,512,8.4,7.91
257,513,514,7.4,5.902666666666667
258,515,516,7.4,5.902666666666667
259,517,518,7.4,5.902666666666667
260,519,520,7.4,5.902666666666667
261,521,522,7.4,5.902666666666667
262,523,524,7.4,5.902666666666667
263,525,526,7.4,5.902666666666667
264,527,528,7.4,5.902666666666667
265,529,530,7.4,5.902666666666667
266,531,532,7.4,5.902666666666667
267,533,534,7.4,5.902666666666667
268,535,536,7.4,5.902666666666667
269,537,538,7.4,5.902666666666667
270,539,540,7.4,5.902666666666667
271,541,542,7.4,5.902666666666667
272,543,544,8.8,3.0
273,545,546,8.8,3.0
274,547,548,8.8,3.0
275,549,550,8.8,3.0
276,551,552,5.5,6.599333333333333
277,553,554,5.5,6.599333333333333
278,555,556,5.5,6.599333333333333
279,557,558,5.5,6.599333333333333
280,559,560,5.5,6.599333333333333
281,561,562,5.5,6.599333333333333
282,563,564,5.5,6.599333333333333
283,565,566,5.5,6.599333333333333
284,567,568,5.5,6.599333333333333
285,569,570,5.5,6.599333333333333
286,571,572,5.5,6.599333333333333
287,573,574,5.5,6.599333333333333
288,575,576,5.5,6.599333333333333
289,577,578,5.5,6.599333333333333
290,579,580,5.5,6.599333333333333
291,581,582,6.0,29.43
292,583,584,6.0,29.43
293,585,586,5.2,5.0025
294,587,588,5.2,5.0025
295,589,590,5.2,5.0025
296,591,592,5.2,5.0025
297,593,594,5.2,5.0025
298,595,596,5.2,5.0025
299,597,598,5.2,5.0025
300,599,600,5.2,5.0025
301,601,602,2.06,35.82
302,603,604,2.06,35.82
303,605,606,2.06,35.82
304,607,608,2.06,35.82
305,609,610,2.06,35.82
306,611,612,2.06,35.82
307,613,614,2.06,35.82
308,615,616,2.06,35.82
309,617,618,2.06,35.82
310,619,620,2.06,35.82
311,621,622,2.06,35.82
312,623,624,1.53,355.01
313,625,626,1.53,355.01
314,627,628,5.2,5.912222222222223
315,629,630,5.2,5.912222222222223
316,631,632,5.2,5.912222222222223
317,633,634,5.2,5.912222222222223
318,635,636,5.2,5.912222222222223
319,637,638,5.2,5.912222222222223
320,639,640,5.2,5.912222222222223
321,641,642,5.2,5.912222222222223
322,643,644,5.2,5.912222222222223
323,645,646,5.2,5.912222222222223
324,647,648,5.2,5.912222222222223
325,649,650,5.2,5.912222222222223
326,651,652,5.2,5.912222222222223
327,653,654,5.2,5.912222222222223
328,655,656,5.2,5.912222222222223
329,657,658,5.2,5.912222222222223
330,659,660,5.2,5.912222222222223
331,661,662,5.2,5.912222222222223
332,663,664,4.4,36.406666666666666
333,665,666,4.4,36.406666666666666
334,667,668,4.4,36.406666666666666
335,669,670,4.4,36.406666666666666
336,671,672,4.4,36.406666666666666
337,673,674,4.4,36.406666666666666
338,675,676,1.15,43.71764705882353
339,677,678,1.15,43.71764705882353
340,679,680,1.15,43.71764705882353
341,681,682,1.15,43.71764705882353
342,683,684,1.15,43.71764705882353
343,685,686,1.15,43.71764705882353
344,687,688,1.15,43.71764705882353
345,689,690,1.15,43.71764705882353
346,691,692,1.15,43.71764705882353
347,693,694,1.15,43.71764705882353
348,695,696,1.15,43.71764705882353
349,697,698,1.15,43.71764705882353
350,699,700,1.15,43.71764705882353
351,701,702,1.15,43.71764705882353
352,703,704,1.15,43.71764705882353
353,705,706,1.15,43.71764705882353
354,707,708,1.15,43.71764705882353
355,709,710,3.7,2.106666666666667
356,711,712,3.7,2.106666666666667
357,713,714,3.7,2.106666666666667
358,715,716,1.02,106.22095238095237
359,717,718,1.02,106.22095238095237
360,719,720,1.02,106.22095238095237
361,721,722,1.02,106.22095238095237
362,723,724,1.02,106.22095238095237
363,725,726,1.02,106.22095238095237
364,727,728,1.02,106.22095238095237
365,729,730,1.02,106.22095238095237
366,731,732,1.02,106.22095238095237
367,733,734,1.02,106.22095238095237
368,735,736,1.02,106.22095238095237
369,737,738,1.02,106.22095238095237
370,739,740,1.02,106.22095238095237
371,741,742,1.02,106.22095238095237
372,743,744,1.02,106.22095238095237
373,745,746,1.02,106.22095238095237
374,747,748,1.02,106.22095238095237
375,749,750,1.02,106.22095238095237
376,751,752,1.02,106.22095238095237
377,753,754,1.02,106.22095238095237
378,755,756,1.02,106.22095238095237
379,757,758,1.62,1.5999999999999999
380,759,760,1.62,1.5999999999999999
381,761,762,1.62,1.5999999999999999
382,763,764,1.62,1.5999999999999999
383,765,766,1.62,1.5999999999999999
384,767,768,1.62,1.5999999999999999
385,769,770,14.5,15.0725
386,771,772,14.5,15.0725
387,773,774,14.5,15.0725
388,775,776,14.5,15.0725
389,777,778,14.5,15.0725
390,779,780,14.5,15.0725
391,781,782,14.5,15.0725
392,783,784,14.5,15.0725
393,785,786,1.79,10.356666666666667
394,787,788,1.79,10.356666666666667
395,789,790,1.79,10.356666666666667
396,791,792,1.79,10.356666666666667
397,793,794,1.79,10.356666666666667
398,795,796,1.79,10.356666666666667
399,797,798,1.66,4.76
400,799,800,1.66,4.76
401,801,802,1.8,1.165
402,803,804,1.8,1.165
403,805,806,1.8,1.165
404,807,808,1.8,1.165
405,809,810,1.52,3.17
406,811,812,1.93,176.81
407,813,814,1.93,176.81
408,815,816,2.0,15.11
409,817,818,2.0,15.11
410,819,820,3.1,20.285
411,821,822,3.1,20.285
412,823,824,3.1,20.285
413,825,826,3.1,20.285
414,827,828,3.55,6.646666666666667
415,829,830,3.55,6.646666666666667
416,831,832,3.55,6.646666666666667
417,833,834,1.96,2.49
418,835,836,1.96,2.49
419,837,838,1.96,2.49
420,839,840,1.96,2.49
421,841,842,60.0,0.1
422,843,844,60.0,0.1
423,845,846,1.04,10.053333333333333
424,847,848,1.04,10.053333333333333
425,849,850,1.04,10.053333333333333
426,851,852,3.0,4.086666666666667
427,853,854,3.0,4.086666666666667
428,855,856,3.0,4.086666666666667
429,857,858,2.02,9.02
430,859,860,2.02,9.02
431,861,862,5.4,3.84
432,863,864,5.4,3.84
433,865,866,50.0,0.52
434,867,868,50.0,0.52
435,869,870,2.5,5.155384615384615
436,871,872,2.5,5.155384615384615
437,873,874,2.5,5.155384615384615
438,875,876,2.5,5.155384615384615
439,877,878,2.5,5.155384615384615
440,879,880,2.5,5.155384615384615
441,881,882,2.5,5.155384615384615
442,883,884,2.5,5.155384615384615
443,885,886,2.5,5.155384615384615
444,887,888,2.5,5.155384615384615
445,889,890,2.5,5.155384615384615
446,891,892,2.5,5.155384615384615
447,893,894,2.5,5.155384615384615
448,895,896,1.23,27.20051282051282
449,897,898,1.23,27.20051282051282
450,899,900,1.23,27.20051282051282
451,901,902,1.23,27.20051282051282
452,903,904,1.23,27.20051282051282
453,905,906,1.23,27.20051282051282
454,907,908,1.23,27.20051282051282
455,909,910,1.23,27.20051282051282
456,911,912,1.23,27.20051282051282
457,913,914,1.23,27.20051282051282
458,915,916,1.23,27.20051282051282
459,917,918,1.23,27.20051282051282
460,919,920,1.23,27.20051282051282
461,921,922,1.23,27.20051282051282
462,923,924,1.23,27.20051282051282
463,925,926,1.23,27.20051282051282
464,927,928,1.23,27.20051282051282
465,929,930,1.23,27.20051282051282
466,931,932,1.23,27.20051282051282
467,933,934,1.23,27.20051282051282
468,935,936,1.23,27.20051282051282
469,937,938,1.23,27.20051282051282
470,939,940,1.23,27.20051282051282
471,941,942,1.23,27.20051282051282
472,943,944,1.23,27.20051282051282
473,945,946,1.23,27.20051282051282
474,947,948,1.23,27.20051282051282
475,949,950,1.23,27.20051282051282
476,951,952,1.23,27.20051282051282
477,953,954,1.23,27.20051282051282
478,955,956,1.23,27.20051282051282
479,957,958,1.23,27.20051282051282
480,959,960,1.23,27.20051282051282
481,961,962,1.23,27.20051282051282
482,963,964,1.23,27.20051282051282
483,965,966,1.23,27.20051282051282
484,967,968,1.23,27.20051282051282
485,969,970,1.23,27.20051282051282
486,971,972,1.23,27.20051282051282
487,973,974,4.0,6.712307692307693
488,975,976,4.0,6.712307692307693
489,977,978,4.0,6.712307692307693
490,979,980,4.0,6.712307692307693
491,981,982,4.0,6.712307692307693
492,983,984,4.0,6.712307692307693
493,985,986,4.0,6.712307692307693
494,987,988,4.0,6.712307692307693
495,989,990,4.0,6.712307692307693
496,991,992,4.0,6.712307692307693
497,993,994,4.0,6.712307692307693
498,995,996,4.0,6.712307692307693
499,997,998,4.0,6.712307692307693
500,999,1000,2.46,6.1292307692307695
501,1001,1002,2.46,6.1292307692307695
502,1003,1004,2.46,6.1292307692307695
503,1005,1006,2.46,6.1292307692307695
504,1007,1008,2.46,6.1292307692307695
505,1009,1010,2.46,6.1292307692307695
506,1011,1012,2.46,6.1292307692307695
507,1013,1014,2.46,6.1292307692307695
508,1015,1016,2.46,6.1292307692307695
509,1017,1018,2.46,6.1292307692307695
510,1019,1020,2.46,6.1292307692307695
511,1021,1022,2.46,6.1292307692307695
512,1023,1024,2.46,6.1292307692307695
513,1025,1026,2.58,50.04666666666666
514,1027,1028,2.58,50.04666666666666
515,1029,1030,2.58,50.04666666666666
516,1031,1032,10.5,42.79866666666667
517,1033,1034,10.5,42.79866666666667
518,1035,1036,10.5,42.79866666666667
519,1037,1038,10.5,42.79866666666667
520,1039,1040,10.5,42.79866666666667
521,1041,1042,10.5,42.79866666666667
522,1043,1044,10.5,42.79866666666667
523,1045,1046,10.5,42.79866666666667
524,1047,1048,10.5,42.79866666666667
525,1049,1050,10.5,42.79866666666667
526,1051,1052,10.5,42.79866666666667
527,1053,1054,10.5,42.79866666666667
528,1055,1056,10.5,42.79866666666667
529,1057,1058,10.5,42.79866666666667
530,1059,1060,10.5,42.79866666666667
531,1061,1062,2.54,3.06
532,1063,1064,2.54,3.06
533,1065,1066,2.54,3.06
534,1067,1068,2.54,3.06
535,1069,1070,2.36,28.73
536,1071,1072,2.36,28.73
537,1073,1074,2.54,17.125454545454545
538,1075,1076,2.54,17.125454545454545
539,1077,1078,2.54,17.125454545454545
540,1079,1080,2.54,17.125454545454545
541,1081,1082,2.54,17.125454545454545
542,1083,1084,2.54,17.125454545454545
543,1085,1086,2.54,17.125454545454545
544,1087,1088,2.54,17.125454545454545
545,1089,1090,2.54,17.125454545454545
546,1091,1092,2.54,17.125454545454545
547,1093,1094,2.54,17.125454545454545
548,1095,1096,4.8,3.24
549,1097,1098,4.8,3.24
550,1099,1100,4.8,3.24
551,1101,1102,4.8,3.24
552,1103,1104,6.4,12.86
553,1105,1106,6.4,12.86
554,1107,1108,100.0,2.8466666666666667
555,1109,1110,100.0,2.8466666666666667
556,1111,1112,100.0,2.8466666666666667
557,1113,1114,100.0,2.8466666666666667
558,1115,1116,100.0,2.8466666666666667
559,1117,1118,100.0,2.8466666666666667
560,1119,1120,100.0,2.8466666666666667
561,1121,1122,100.0,2.8466666666666667
562,1123,1124,100.0,2.8466666666666667
563,1125,1126,2.04,46.79548387096774
564,1127,1128,2.04,46.79548387096774
565,1129,1130,2.04,46.79548387096774
566,1131,1132,2.04,46.79548387096774
567,1133,1134,2.04,46.79548387096774
568,1135,1136,2.04,46.79548387096774
569,1137,1138,2.04,46.79548387096774
570,1139,1140,2.04,46.79548387096774
571,1141,1142,2.04,46.79548387096774
572,1143,1144,2.04,46.79548387096774
573,1145,1146,2.04,46.79548387096774
574,1147,1148,2.04,46.79548387096774
575,1149,1150,2.04,46.79548387096774
576,1151,1152,2.04,46.79548387096774
577,1153,1154,2.04,46.79548387096774
578,1155,1156,2.04,46.79548387096774
579,1157,1158,2.04,46.79548387096774
580,1159,1160,2.04,46.79548387096774
581,1161,1162,2.04,46.79548387096774
582,1163,1164,2.04,46.79548387096774
583,1165,1166,2.04,46.79548387096774
584,1167,1168,2.04,46.79548387096774
585,1169,1170,2.04,46.79548387096774
586,1171,1172,2.04,46.79548387096774
587,1173,1174,2.04,46.79548387096774
588,1175,1176,2.04,46.79548387096774
589,1177,1178,2.04,46.79548387096774
590,1179,1180,2.04,46.79548387096774
591,1181,1182,2.04,46.79548387096774
592,1183,1184,2.04,46.79548387096774
593,1185,1186,2.04,46.79548387096774
594,1187,1188,1.56,22.33125
595,1189,1190,1.56,22.33125
596,1191,1192,1.56,22.33125
597,1193,1194,1.56,22.33125
598,1195,1196,1.56,22.33125
599,1197,1198,1.56,22.33125
600,1199,1200,1.56,22.33125
601,1201,1202,1.56,22.33125
602,1203,1204,1.56,22.33125
603,1205,1206,1.56,22.33125
604,1207,1208,1.56,22.33125
605,1209,1210,1.56,22.33125
606,1211,1212,1.56,22.33125
607,1213,1214,1.56,22.33125
608,1215,1216,1.56,22.33125
609,1217,1218,1.56,22.33125
610,1219,1220,11.5,0.16
611,1221,1222,11.5,0.16
612,1223,1224,2.34,3.97
613,1225,1226,2.34,3.97
614,1227,1228,1.1,29.166666666666668
615,1229,1230,1.1,29.166666666666668
616,1231,1232,1.1,29.166666666666668
617,1233,1234,1.95,3.23
618,1235,1236,1.95,3.23
619,1237,1238,20.0,1.59
620,1239,1240,20.0,1.59
621,1241,1242,2.6,3.93
622,1243,1244,2.6,3.93
623,1245,1246,9.2,23.513333333333335
624,1247,1248,9.2,23.513333333333335
625,1249,1250,9.2,23.513333333333335
626,1251,1252,3.9,8.53
627,1253,1254,3.9,8.53
628,1255,1256,21.0,1.59
629,1257,1258,21.0,1.59
630,1259,1260,1.79,59.495
631,1261,1262,1.79,59.495
632,1263,1264,1.79,59.495
633,1265,1266,1.79,59.495
634,1267,1268,1.92,15.31
635,1269,1270,1.92,15.31
636,1271,1272,2.54,12.69
637,1273,1274,2.54,12.69
638,1275,1276,13.0,2.0
639,1277,1278,13.0,2.0
640,1279,1280,20.0,3.65
641,1281,1282,20.0,3.65
642,1283,1284,800.0,0.02
643,1285,1286,800.0,0.02
644,1287,1288,800.0,0.02
645,1289,1290,1.22,2.05
646,1291,1292,1.22,2.05
647,1293,1294,9.0,12.843529411764706
648,1295,1296,9.0,12.843529411764706
649,1297,1298,9.0,12.843529411764706
650,1299,1300,9.0,12.843529411764706
651,1301,1302,9.0,12.843529411764706
652,1303,1304,9.0,12.843529411764706
653,1305,1306,9.0,12.843529411764706
654,1307,1308,9.0,12.843529411764706
655,1309,1310,9.0,12.843529411764706
656,1311,1312,9.0,12.843529411764706
657,1313,1314,9.0,12.843529411764706
658,1315,1316,9.0,12.843529411764706
659,1317,1318,9.0,12.843529411764706
660,1319,1320,9.0,12.843529411764706
661,1321,1322,9.0,12.843529411764706
662,1323,1324,9.0,12.843529411764706
663,1325,1326,9.0,12.843529411764706
664,1327,1328,2.0,21.77569230769231
665,1329,1330,2.0,21.77569230769231
666,1331,1332,2.0,21.77569230769231
667,1333,1334,2.0,21.77569230769231
668,1335,1336,2.0,21.77569230769231
669,1337,1338,2.0,21.77569230769231
670,1339,1340,2.0,21.77569230769231
671,1341,1342,2.0,21.77569230769231
672,1343,1344,2.0,21.77569230769231
673,1345,1346,2.0,21.77569230769231
674,1347,1348,2.0,21.77569230769231
675,1349,1350,2.0,21.77569230769231
676,1351,1352,2.0,21.77569230769231
677,1353,1354,2.0,21.77569230769231
678,1355,1356,2.0,21.77569230769231
679,1357,1358,2.0,21.77569230769231
680,1359,1360,2.0,21.77569230769231
681,1361,1362,2.0,21.77569230769231
682,1363,1364,2.0,21.77569230769231
683,1365,1366,2.0,21.77569230769231
684,1367,1368,2.0,21.77569230769231
685,1369,1370,2.0,21.77569230769231
686,1371,1372,2.0,21.77569230769231
687,1373,1374,2.0,21.77569230769231
688,1375,1376,2.0,21.77569230769231
689,1377,1378,2.0,21.77569230769231
690,1379,1380,2.0,21.77569230769231
691,1381,1382,2.0,21.77569230769231
692,1383,1384,2.0,21.77569230769231
693,1385,1386,2.0,21.77569230769231
694,1387,1388,2.0,21.77569230769231
695,1389,1390,2.0,21.77569230769231
696,1391,1392,2.0,21.77569230769231
697,1393,1394,2.0,21.77569230769231
698,1395,1396,2.0,21.77569230769231
699,1397,1398,2.0,21.77569230769231
700,1399,1400,2.0,21.77569230769231
701,1401,1402,2.0,21.77569230769231
702,1403,1404,2.0,21.77569230769231
703,1405,1406,2.0,21.77569230769231
704,1407,1408,2.0,21.77569230769231
705,1409,1410,2.0,21.77569230769231
706,1411,1412,2.0,21.77569230769231
707,1413,1414,2.0,21.77569230769231
708,1415,1416,2.0,21.77569230769231
709,1417,1418,2.0,21.77569230769231
710,1419,1420,2.0,21.77569230769231
711,1421,1422,2.0,21.77569230769231
712,1423,1424,2.0,21.77569230769231
713,1425,1426,2.0,21.77569230769231
714,1427,1428,2.0,21.77569230769231
715,1429,1430,2.0,21.77569230769231
716,1431,1432,2.0,21.77569230769231
717,1433,1434,2.0,21.77569230769231
718,1435,1436,2.0,21.77569230769231
719,1437,1438,2.0,21.77569230769231
720,1439,1440,2.0,21.77569230769231
721,1441,1442,2.0,21.77569230769231
722,1443,1444,2.0,21.77569230769231
723,1445,1446,2.0,21.77569230769231
724,1447,1448,2.0,21.77569230769231
725,1449,1450,2.0,21.77569230769231
726,1451,1452,2.0,21.77569230769231
727,1453,1454,2.0,21.77569230769231
728,1455,1456,2.0,21.77569230769231
729,1457,1458,170.0,0.06
730,1459,1460,170.0,0.06
731,1461,1462,170.0,0.06
732,1463,1464,170.0,0.06
733,1465,1466,170.0,0.06
734,1467,1468,8.6,2.0
735,1469,1470,8.6,2.0
736,1471,1472,1.49,41.37172413793103
737,1473,1474,1.49,41.37172413793103
738,1475,1476,1.49,41.37172413793103
739,1477,1478,1.49,41.37172413793103
740,1479,1480,1.49,41.37172413793103
741,1481,1482,1.49,41.37172413793103
742,1483,1484,1.49,41.37172413793103
743,1485,1486,1.49,41.37172413793103
744,1487,1488,1.49,41.37172413793103
745,1489,1490,1.49,41.37172413793103
746,1491,1492,1.49,41.37172413793103
747,1493,1494,1.49,41.37172413793103
748,1495,1496,1.49,41.37172413793103
749,1497,1498,1.49,41.37172413793103
750,1499,1500,1.49,41.37172413793103
751,1501,1502,1.49,41.37172413793103
752,1503,1504,1.49,41.37172413793103
753,1505,1506,1.49,41.37172413793103
754,1507,1508,1.49,41.37172413793103
755,1509,1510,1.49,41.37172413793103
756,1511,1512,1.49,41.37172413793103
757,1513,1514,1.49,41.37172413793103
758,1515,1516,1.49,41.37172413793103
759,1517,1518,1.49,41.37172413793103
760,1519,1520,1.49,41.37172413793103
761,1521,1522,1.49,41.37172413793103
762,1523,1524,1.49,41.37172413793103
763,1525,1526,1.49,41.37172413793103
764,1527,1528,1.49,41.37172413793103
765,1529,1530,1.45,17.3825
766,1531,1532,1.45,17.3825
767,1533,1534,1.45,17.3825
768,1535,1536,1.45,17.3825
769,1537,1538,1.45,17.3825
770,1539,1540,1.45,17.3825
771,1541,1542,1.45,17.3825
772,1543,1544,1.45,17.3825
773,1545,1546,3.95,5.49
774,1547,1548,3.95,5.49
775,1549,1550,3.95,5.49
776,1551,1552,3.95,5.49
777,1553,1554,2.6,24.868571428571432
778,1555,1556,2.6,24.868571428571432
779,1557,1558,2.6,24.868571428571432
780,1559,1560,2.6,24.868571428571432
781,1561,1562,2.6,24.868571428571432
782,1563,1564,2.6,24.868571428571432
783,1565,1566,2.6,24.868571428571432
784,1567,1568,2.5,10.552
785,1569,1570,2.5,10.552
786,1571,1572,2.5,10.552
787,1573,1574,2.5,10.552
788,1575,1576,2.5,10.552
