id,market_id,name,winner
2256509,115050999,Andy Murray,0
4105819,115051000,Milos Raonic,1
2256470,115051001,Tomas Berdych,1
2251402,115051002,Roger Federer,1
2257300,115051002,Gael Monfils,0
3120169,115051002,Grigor Dimitrov,0
610,115051007,Final,1
2249229,115051008,Novak Djokovic,0
2251402,115051008,Roger Federer,0
2257300,115051008,Gael Monfils,0
2257309,115051008,Stanislas Wawrinka,0
2263681,115051008,Marin Cilic,1
2444577,115051008,Jo Wilfried Tsonga,0
2483001,115051008,Kei Nishikori,0
3120169,115051008,Grigor Dimitrov,0
4105819,115051008,Milos Raonic,0
5720747,115051008,Dominic Thiem,0
3083985,115051012,Djokovic/Azarenka,0
3597868,115051012,Federer/S Williams,0
3597871,115051012,Djokovic/S Williams,0
3919331,115051012,Federer/Wozniacki,0
3919332,115051012,Djokovic/Wozniacki,0
3946225,115051012,Monfils/S Williams,0
4168439,115051012,Federer/Pennetta,0
4170813,115051012,Cilic/Wozniacki,0
4968509,115051012,Wawrinka/Wozniacki,0
6116576,115051012,Djokovic/Makarova,0
7323182,115051012,Wawrinka/Azarenka,0
8226760,115051012,Djokovic/Bouchard,0
8226779,115051012,Dimitrov/Bouchard,0
8817843,115051012,Federer/Peng,0
8817848,115051012,Wawrinka/Makarova,0
8817852,115051012,Nishikori/Pennetta,1
41364,115051027,Yes,0
41365,115051027,No,1
2309522,115051028,Caroline Wozniacki,0
2453959,115051028,Ekaterina Makarova,0
2538236,115051028,Serena Williams,1
2309522,115051029,Caroline Wozniacki,1
512603,115056997,Croatia,0
1499774,115056997,Senegal,1
4949550,115056999,Croatia -18.5,0
8815358,115056999,Senegal +18.5,1
291090,115057004,Under 152.5pts,1
291091,115057004,Over 152.5pts,0
512603,115057007,Croatia,0
1499774,115057007,Senegal,1
4061936,115057009,Croatia -4.5,1
2549472,115057011,Under 37.5pts,1
2549473,115057011,Over 37.5pts,0
2004746,115057012,Senegal (HT),1
3214997,115057013,Croatia -9.5,0
7614795,115057013,Senegal +9.5,1
680259,115057015,Under 76.5pts,1
680260,115057015,Over 76.5pts,0
284455,115057017,Under 142.5pts,0
284456,115057017,Over 142.5pts,1
264289,115057018,Under 162.5pts,1
264290,115057018,Over 162.5pts,0
2208036,115057207,Iran,0
2486691,115057207,Serbia,1
3230775,115057209,Serbia -18.5,0
4949549,115057209,Iran +18.5,1
304331,115057214,Under 133.5pts,0
304332,115057214,Over 133.5pts,1
2208036,115057217,Iran,0
2486691,115057217,Serbia,1
4905259,115057219,Iran +4.5,1
2543462,115057220,Under 35.5pts,0
2543464,115057220,Over 35.5pts,1
2014223,115057222,Serbia (HT),1
3220513,115057223,Serbia -9.5,0
3231965,115057223,Iran +9.5,1
2399674,115057225,Under 71.5pts,0
2399675,115057225,Over 71.5pts,1
313163,115057226,Under 143.5pts,0
313164,115057226,Over 143.5pts,1
288116,115057228,Under 153.5pts,1
288117,115057228,Over 153.5pts,0
2014216,115057231,Serbia/Serbia,1
208017,115057420,Argentina,1
4096285,115057420,Philippines,0
4115887,115057422,Philippines +14.5,1
5797448,115057422,Argentina -14.5,0
291090,115057428,Under 152.5pts,0
291091,115057428,Over 152.5pts,1
4096285,115057433,Philippines,1
8815359,115057440,Philippines +3.5,1
2847279,115057444,Under 40.5pts,1
2004796,115057448,Argentina (HT),1
8781239,115057448,Philippines (HT),0
2070845,115057453,Argentina -7.5,0
8782020,115057453,Philippines +7.5,1
676984,115057456,Under 81.5pts,1
676985,115057456,Over 81.5pts,0
264289,115057461,Under 162.5pts,0
264290,115057461,Over 162.5pts,1
286956,115057465,Under 172.5pts,1
286964,115057465,Over 172.5pts,0
512600,115057718,France,1
1183340,115057718,Egypt,0
4903619,115057719,France -20.5,1
8815360,115057719,Egypt +20.5,0
295659,115057723,Under 130.5pts,0
295660,115057723,Over 130.5pts,1
532639,115057726,France -5.5,1
2543462,115057727,Under 35.5pts,0
2543464,115057727,Over 35.5pts,1
2005713,115057728,France (HT),1
4842223,115057729,Egypt +10.5,1
774623,115057730,Under 70.5pts,0
774624,115057730,Over 70.5pts,1
286850,115057731,Over 140.5pts,1
286851,115057731,Under 140.5pts,0
697203,115057732,Under 150.5pts,1
697204,115057732,Over 150.5pts,0
2005701,115057733,Draw/France,1
208003,115057975,Puerto Rico,0
512602,115057975,Greece,1
2532221,115057976,Greece -14.5,0
5846953,115057976,Puerto Rico +14.5,1
291093,115057980,Over 134.5pts,1
4565676,115057984,Under 38.5pts,0
4565677,115057984,Over 38.5pts,1
2036988,115057986,Greece -7.5,1
676988,115057987,Under 77.5pts,1
676989,115057987,Over 77.5pts,0
697199,115057988,Under 154.5pts,0
697200,115057988,Over 154.5pts,1
767338,115057989,Under 144.5pts,0
767339,115057989,Over 144.5pts,1
207999,115057993,Brazil,0
208006,115057993,Spain,1
532699,115057994,Spain -12.5,1
2487394,115057994,Brazil +12.5,0
291100,115057998,Under 156.5pts,1
291101,115057998,Over 156.5pts,0
207999,115058000,Brazil,0
208006,115058000,Spain,1
1265226,115058001,Spain -3.5,1
2549469,115058002,Under 36.5pts,1
2549480,115058005,Over 73.5pts,1
293338,115058006,Under 146.5pts,1
293339,115058006,Over 146.5pts,0
285400,115058007,Over 136.5pts,1
2005682,115058008,Spain/Spain,1
208002,115058010,Angola,0
2489657,115058010,Mexico,1
4844642,115058011,Mexico -2.5,1
5736407,115058011,Angola +2.5,0
291135,115058015,Under 147.5pts,1
291136,115058015,Over 147.5pts,0
208002,115058017,Angola,1
2489657,115058017,Mexico,0
2549469,115058019,Under 36.5pts,1
2004689,115058020,Angola (HT),1
8755218,115058021,Mexico -1.5,1
2549479,115058022,Under 73.5pts,1
298515,115058023,Under 137.5pts,1
298516,115058023,Over 137.5pts,0
299046,115058024,Under 157.5pts,1
299047,115058024,Over 157.5pts,0
8781485,115058025,Mexico/Angola,1
208004,115058026,Turkey,0
512609,115058026,Ukraine,1
3238866,115058027,Turkey -7.5,0
4032975,115058027,Ukraine +7.5,1
310669,115058031,Under 141.5pts,1
310670,115058031,Over 141.5pts,0
512609,115058033,Ukraine,1
2034398,115058034,Turkey -1.5,0
4061941,115058034,Ukraine +1.5,1
3954337,115058035,Under 34.5pts,1
5759672,115058036,Ukraine (HT),1
3237975,115058037,Ukraine +3.5,1
774623,115058038,Under 70.5pts,1
286848,115058039,Over 151.5pts,0
286849,115058039,Under 151.5pts,1
1074251,115058040,Under 131.5pts,1
1074252,115058040,Over 131.5pts,0
512601,115058042,Lithuania,0
1499770,115058042,Australia,1
3248429,115058043,Lithuania -4.5,0
4834184,115058043,Australia +4.5,1
697199,115058047,Under 154.5pts,0
697200,115058047,Over 154.5pts,1
512601,115058049,Lithuania,0
1499770,115058049,Australia,1
4949555,115058050,Australia +1.5,1
4565676,115058051,Under 38.5pts,0
4565677,115058051,Over 38.5pts,1
2005640,115058052,Australia (HT),1
2005731,115058052,Lithuania (HT),0
2023395,115058053,Australia +2.5,1
680259,115058054,Under 76.5pts,1
680260,115058054,Over 76.5pts,0
697205,115058055,Under 164.5pts,1
697206,115058055,Over 164.5pts,0
767338,115058056,Under 144.5pts,0
767339,115058056,Over 144.5pts,1
208010,115058062,New Zealand,1
4831959,115058063,USA -42.5,0
8815387,115058063,New Zealand +42.5,1
249522,115058066,Under 181.5pts,1
249523,115058066,Over 181.5pts,0
246998,115058067,Under 179.5pts,1
246999,115058067,Over 179.5pts,0
209126,115058069,USA,1
2484175,115058070,USA -10.5,0
6487391,115058070,New Zealand +10.5,1
404842,115058071,Under 44.5pts,0
404843,115058071,Over 44.5pts,1
2004773,115058072,New Zealand (HT),1
2074166,115058073,USA -21.5,1
8815388,115058073,New Zealand +21.5,0
406519,115058074,Under 89.5pts,0
406520,115058074,Over 89.5pts,1
249516,115058075,Under 189.5pts,1
249517,115058075,Over 189.5pts,0
264295,115058076,Under 169.5pts,1
264296,115058076,Over 169.5pts,0
512605,115058080,Slovenia,1
1228601,115058080,South Korea,0
6485273,115058081,South Korea +22.5,1
7677435,115058081,Slovenia -22.5,0
7607996,115058082,Slovenia -24.5,0
8817647,115058082,South Korea +24.5,1
697203,115058085,Under 150.5pts,0
697204,115058085,Over 150.5pts,1
512605,115058087,Slovenia,0
1228601,115058087,South Korea,1
8815394,115058088,South Korea +5.5,1
2549472,115058089,Under 37.5pts,0
2549473,115058089,Over 37.5pts,1
2005669,115058090,Slovenia (HT),1
8781251,115058090,South Korea (HT),0
4157782,115058091,Slovenia -11.5,0
7547808,115058091,South Korea +11.5,1
2545205,115058092,Under 75.5pts,0
2545206,115058092,Over 75.5pts,1
618959,115058093,Under 160.5pts,0
618960,115058093,Over 160.5pts,1
286850,115058094,Over 140.5pts,1
286851,115058094,Under 140.5pts,0
1228979,115058096,Finland,0
4123625,115058096,Dominican Republic,1
4866316,115058097,Finland -4.5,0
8815389,115058097,Dominican Republic +4.5,1
286848,115058101,Over 151.5pts,0
286849,115058101,Under 151.5pts,1
1228979,115058103,Finland,0
4123625,115058103,Dominican Republic,1
2549472,115058105,Under 37.5pts,1
5797487,115058107,Finland -2.5,1
2545205,115058108,Under 75.5pts,1
2545206,115058108,Over 75.5pts,0
697201,115058109,Under 161.5pts,1
697202,115058109,Over 161.5pts,0
310669,115058110,Under 141.5pts,0
310670,115058110,Over 141.5pts,1
1499770,115058115,Australia,1
2489657,115058115,Mexico,0
8813662,115058116,Mexico +13.5pts,1
8818738,115058116,Australia -13.5pts,0
299048,115058120,Under 155.5pts,1
299049,115058120,Over 155.5pts,0
1499770,115058122,Australia,1
7629613,115058123,Mexico +3.5pts,1
4565677,115058124,Over 38.5pts,1
2005640,115058125,Australia (HT),1
8781268,115058125,Mexico (HT),0
8813671,115058126,Mexico +6.5pts,1
8818804,115058126,Australia -6.5pts,0
676988,115058127,Under 77.5pts,1
676989,115058127,Over 77.5pts,0
257809,115058128,Under 165.5pts,1
295627,115058129,Under 145.5pts,1
295628,115058129,Over 145.5pts,0
208003,115058132,Puerto Rico,1
4096285,115058132,Philippines,0
8817803,115058133,Philippines +1.5pts,0
8817804,115058133,Puerto Rico -1.5pts,1
257809,115058137,Under 165.5pts,1
257810,115058137,Over 165.5pts,0
208003,115058139,Puerto Rico,0
4096285,115058139,Philippines,1
8817803,115058140,Philippines +1.5pts,1
841533,115058141,Under 41.5pts,1
841534,115058141,Over 41.5pts,0
8781239,115058142,Philippines (HT),1
8817803,115058143,Philippines +1.5pts,1
676986,115058144,Under 82.5pts,0
676987,115058144,Over 82.5pts,1
249520,115058145,Under 175.5pts,1
249521,115058145,Over 175.5pts,0
299048,115058146,Under 155.5pts,1
299049,115058146,Over 155.5pts,0
8781236,115058147,Draw/Philippines,0
8781496,115058147,Philippines/Puerto Rico,1
208010,115058152,New Zealand,1
512609,115058152,Ukraine,0
8818739,115058153,New Zealand +4.5pts,1
8818740,115058153,Ukraine -4.5pts,0
295627,115058157,Under 145.5pts,1
295628,115058157,Over 145.5pts,0
8818806,115058160,New Zealand +1.5pts,1
2549469,115058161,Under 36.5pts,1
5384268,115058163,New Zealand +2.5pts,1
5150432,115058164,Under 72.5pts,1
5150433,115058164,Over 72.5pts,0
299048,115058165,Under 155.5pts,1
299049,115058165,Over 155.5pts,0
284463,115058166,Under 135.5pts,1
284464,115058166,Over 135.5pts,0
1183340,115058169,Egypt,0
2208036,115058169,Iran,1
8817798,115058170,Egypt +10.5pts,0
8817799,115058170,Iran -10.5pts,1
284455,115058174,Under 142.5pts,0
284456,115058174,Over 142.5pts,1
2208036,115058176,Iran,1
2543462,115058178,Under 35.5pts,0
2543464,115058178,Over 35.5pts,1
2209508,115058179,Iran (HT),1
8781255,115058179,Egypt (HT),0
2399674,115058181,Under 71.5pts,0
2399675,115058181,Over 71.5pts,1
291090,115058182,Under 152.5pts,0
291091,115058182,Over 152.5pts,1
291131,115058183,Under 132.5pts,0
291132,115058183,Over 132.5pts,1
208002,115058186,Angola,0
512605,115058186,Slovenia,1
8814605,115058187,Angola +15.5pts,1
8818741,115058187,Slovenia -15.5pts,0
8819962,115058188,Angola +14.5pts,1
298513,115058190,Under 148.5pts,1
697203,115058191,Under 150.5pts,0
697204,115058191,Over 150.5pts,1
208002,115058193,Angola,1
512605,115058193,Slovenia,0
2537964,115058194,Slovenia -3.5pts,0
7615218,115058194,Angola +3.5pts,1
2549472,115058195,Under 37.5pts,1
2004689,115058196,Angola (HT),0
2005669,115058196,Slovenia (HT),1
7621384,115058197,Angola +7.5pts,1
2545206,115058198,Over 75.5pts,1
618959,115058199,Under 160.5pts,0
618960,115058199,Over 160.5pts,1
208017,115058205,Argentina,1
1499774,115058205,Senegal,0
8813474,115058206,Senegal +8.5pts,0
8817805,115058206,Argentina -8.5pts,1
8819961,115058207,Argentina -9.5pts,1
313165,115058210,Under 158.5pts,1
313166,115058210,Over 158.5pts,0
8817808,115058213,Argentina -2.5pts,1
2543471,115058214,Over 39.5pts,1
2004796,115058215,Argentina (HT),1
8817806,115058216,Argentina -4.5pts,1
677910,115058217,Under 79.5pts,1
639479,115058218,Under 168.5pts,1
639480,115058218,Over 168.5pts,0
298513,115058219,Under 148.5pts,1
298514,115058219,Over 148.5pts,0
208004,115058221,Turkey,1
1228979,115058221,Finland,0
2561834,115058222,Turkey -4.5pts,0
8818742,115058222,Finland +4.5pts,1
767338,115058226,Under 144.5pts,0
767339,115058226,Over 144.5pts,1
1228979,115058228,Finland,1
8813484,115058229,Finland +1.5pts,1
8818807,115058229,Turkey -1.5pts,0
2549468,115058230,Over 36.5pts,0
2549469,115058230,Under 36.5pts,1
5778321,115058231,Finland (HT),1
3315180,115058232,Finland +2.5pts,1
5150432,115058233,Under 72.5pts,1
697199,115058234,Under 154.5pts,1
697200,115058234,Over 154.5pts,0
291092,115058235,Under 134.5pts,0
291093,115058235,Over 134.5pts,1
207999,115058238,Brazil,1
2486691,115058238,Serbia,0
7629563,115058239,Serbia +3.5pts,0
8817783,115058239,Brazil -3.5pts,1
293338,115058243,Under 146.5pts,0
293339,115058243,Over 146.5pts,1
207999,115058245,Brazil,1
8817788,115058246,Brazil -1.5pts,1
2549468,115058247,Over 36.5pts,1
2004721,115058248,Brazil (HT),1
2549479,115058250,Under 73.5pts,0
2549480,115058250,Over 73.5pts,1
291100,115058251,Under 156.5pts,1
291101,115058251,Over 156.5pts,0
285399,115058252,Under 136.5pts,0
285400,115058252,Over 136.5pts,1
512601,115058255,Lithuania,1
1228601,115058255,South Korea,0
8818736,115058256,Lithuania -22.5pts,1
8818737,115058256,South Korea +22.5pts,0
291100,115058260,Under 156.5pts,1
291101,115058260,Over 156.5pts,0
1228601,115058262,South Korea,1
2444589,115058264,Under 39.5pts,1
2005731,115058265,Lithuania (HT),1
8818802,115058266,Lithuania -11.5pts,1
676403,115058267,Under 78.5pts,1
676404,115058267,Over 78.5pts,0
259976,115058268,Under 166.5pts,1
293338,115058269,Under 146.5pts,1
293339,115058269,Over 146.5pts,0
512602,115058271,Greece,1
512603,115058271,Croatia,0
2543446,115058272,Croatia +2.5pts,0
5788278,115058272,Greece -2.5pts,1
286852,115058275,Over 149.5pts,0
286853,115058275,Under 149.5pts,1
697203,115058276,Under 150.5pts,1
697204,115058276,Over 150.5pts,0
512602,115058278,Greece,1
7615759,115058279,Greece -1.5pts,1
2549472,115058280,Under 37.5pts,1
2005732,115058281,Greece (HT),1
4905206,115058281,Croatia (HT),0
2557921,115058282,Croatia +1.5pts,1
2545205,115058283,Under 75.5pts,1
2545206,115058283,Over 75.5pts,0
618959,115058284,Under 160.5pts,1
618960,115058284,Over 160.5pts,0
286850,115058285,Over 140.5pts,1
286851,115058285,Under 140.5pts,0
2005718,115058286,Greece/Greece,1
4123625,115058287,Dominican Republic,1
8818725,115058288,Dominican Republic +38.5pts,1
8818729,115058288,USA -38.5pts,0
249518,115058292,Under 174.5pts,0
249519,115058292,Over 174.5pts,1
209126,115058294,USA,1
8813621,115058295,USA -9.5pts,0
8818800,115058295,Dominican Republic +9.5pts,1
430400,115058296,Over 43.5pts,1
2005749,115058297,USA (HT),1
8818799,115058298,USA -19.5pts,1
407955,115058299,Over 87.5pts,1
247009,115058300,Under 184.5pts,1
247010,115058300,Over 184.5pts,0
697205,115058301,Under 164.5pts,0
697206,115058301,Over 164.5pts,1
208006,115058303,Spain,1
512600,115058303,France,0
7615785,115058304,Spain -17.5pts,1
8817789,115058304,France +17.5pts,0
3207527,115058305,Spain -15.5pts,1
8819964,115058305,France +15.5pts,0
295627,115058308,Under 145.5pts,0
295628,115058308,Over 145.5pts,1
208006,115058310,Spain,1
2549471,115058311,Spain -4.5pts,0
8817792,115058311,France +4.5pts,1
2549468,115058312,Over 36.5pts,1
2005696,115058313,Spain (HT),1
8817791,115058314,Spain -8.5pts,1
5150432,115058315,Under 72.5pts,0
5150433,115058315,Over 72.5pts,1
299048,115058316,Under 155.5pts,1
299049,115058316,Over 155.5pts,0
284464,115058317,Over 135.5pts,1
208002,115058322,Angola,1
1499770,115058322,Australia,0
4956410,115058323,Angola +11.5,1
4956411,115058323,Australia -11.5,0
291090,115058327,Under 152.5pts,0
291091,115058327,Over 152.5pts,1
1499770,115058329,Australia,1
4822958,115058330,Australia -2.5,1
4565677,115058331,Over 38.5pts,1
2004689,115058332,Angola (HT),0
2005640,115058332,Australia (HT),1
2030614,115058333,Angola +5.5,0
4864119,115058333,Australia -5.5,1
7712866,115058334,Under 76.5,1
7712868,115058334,Over 76.5,0
264289,115058335,Under 162.5pts,0
264290,115058335,Over 162.5pts,1
284455,115058336,Under 142.5pts,0
284456,115058336,Over 142.5pts,1
1499774,115058340,Senegal,0
4096285,115058340,Philippines,1
7615748,115058341,Senegal +1.5pts,0
8820428,115058341,Philippines -1.5pts,1
8817807,115058343,Senegal +2.5pts,1
8820429,115058343,Philippines -2.5pts,0
286848,115058345,Over 151.5pts,1
286849,115058345,Under 151.5pts,0
7615748,115058348,Senegal +1.5pts,1
2549472,115058349,Under 37.5pts,1
2549473,115058349,Over 37.5pts,0
2004746,115058350,Senegal (HT),0
8781239,115058350,Philippines (HT),1
8820428,115058351,Philippines -1.5pts,1
697201,115058353,Under 161.5pts,1
697202,115058353,Over 161.5pts,0
310669,115058354,Under 141.5pts,0
310670,115058354,Over 141.5pts,1
208010,115058357,New Zealand,1
1228979,115058357,Finland,0
5384268,115058358,New Zealand +2.5pts,1
8820534,115058359,New Zealand +3.5pts,1
697203,115058362,Under 150.5pts,1
697204,115058362,Over 150.5pts,0
208010,115058364,New Zealand,1
8818806,115058365,New Zealand +1.5pts,1
2549472,115058366,Under 37.5pts,1
2004773,115058367,New Zealand (HT),1
5384268,115058368,New Zealand +2.5pts,1
2545205,115058369,Under 75.5pts,0
2545206,115058369,Over 75.5pts,1
618959,115058370,Under 160.5pts,1
286850,115058371,Over 140.5pts,0
286851,115058371,Under 140.5pts,1
2004761,115058372,Draw/New Zealand,1
207999,115058373,Brazil,1
1183340,115058373,Egypt,0
8820617,115058374,Egypt +27.5pts,0
8820618,115058374,Brazil -27.5pts,1
7695515,115058375,Brazil -32.5pts,1
8820619,115058375,Egypt +32.5pts,0
8820620,115058376,Egypt +22.5pts,0
8820621,115058376,Brazil -22.5pts,1
767338,115058378,Under 144.5pts,0
767339,115058378,Over 144.5pts,1
207999,115058380,Brazil,1
7621039,115058381,Egypt +6.5pts,1
2543462,115058382,Under 35.5pts,0
2543464,115058382,Over 35.5pts,1
2004721,115058383,Brazil (HT),1
8820622,115058384,Egypt +13.5pts,0
8820623,115058384,Brazil -13.5pts,1
697199,115058386,Under 154.5pts,0
697200,115058386,Over 154.5pts,1
291093,115058387,Over 134.5pts,1
1228601,115058390,South Korea,0
2489657,115058390,Mexico,1
8818801,115058391,South Korea +11.5pts,0
8820385,115058391,Mexico -11.5pts,1
7629607,115058392,Mexico -12.5pts,1
8820386,115058392,South Korea +12.5pts,0
295627,115058395,Under 145.5pts,0
295628,115058395,Over 145.5pts,1
2489657,115058397,Mexico,1
8820392,115058398,Mexico -3.5pts,1
2549469,115058399,Under 36.5pts,1
8781268,115058400,Mexico (HT),1
7629609,115058401,Mexico -6.5pts,1
8820389,115058401,South Korea +6.5pts,0
5150432,115058402,Under 72.5pts,1
299048,115058403,Under 155.5pts,0
299049,115058403,Over 155.5pts,1
284464,115058404,Over 135.5pts,1
209126,115058406,USA,1
512609,115058406,Ukraine,0
8814670,115058407,USA -37.5pts,0
8820339,115058407,Ukraine +37.5pts,1
8820971,115058409,Ukraine +42.5pts,1
8820972,115058409,USA -42.5pts,0
252810,115058411,Under 170.5pts,1
252811,115058411,Over 170.5pts,0
209126,115058413,USA,0
512609,115058413,Ukraine,1
8820354,115058414,Ukraine +8.5pts,1
833302,115058415,Under 42.5pts,1
2005749,115058416,USA (HT),1
5759672,115058416,Ukraine (HT),0
3315191,115058417,Ukraine +18.5pts,1
8813615,115058417,USA -18.5pts,0
683799,115058418,Under 85.5pts,1
683800,115058418,Over 85.5pts,0
618959,115058419,Under 160.5pts,0
618960,115058419,Over 160.5pts,1
251194,115058420,Over 180.5pts,1
512600,115058423,France,1
2208036,115058423,Iran,0
3123386,115058424,Iran +14.5pts,1
5788470,115058424,France -14.5pts,0
8813580,115058425,Iran +19.5pts,1
8820468,115058425,France -19.5pts,0
529380,115058426,France -9.5pts,0
8820470,115058426,Iran +9.5pts,1
293338,115058428,Under 146.5pts,0
293339,115058428,Over 146.5pts,1
2208036,115058430,Iran,1
2549469,115058432,Under 36.5pts,1
2005713,115058433,France (HT),1
8820522,115058434,Iran +7.5pts,1
291100,115058436,Under 156.5pts,0
291101,115058436,Over 156.5pts,1
285399,115058437,Under 136.5pts,0
285400,115058437,Over 136.5pts,1
208003,115058440,Puerto Rico,0
512603,115058440,Croatia,1
2537901,115058441,Croatia -8.5pts,1
8820537,115058441,Puerto Rico +8.5pts,0
8820539,115058442,Puerto Rico +13.5pts,0
8820540,115058442,Croatia -13.5pts,1
5788379,115058443,Croatia -3.5pts,1
704544,115058445,Under 159.5pts,0
704545,115058445,Over 159.5pts,1
208003,115058447,Puerto Rico,0
512603,115058447,Croatia,1
8820577,115058448,Puerto Rico +2.5pts,1
4905206,115058450,Croatia (HT),1
7634273,115058451,Croatia -4.5pts,1
8780393,115058451,Puerto Rico +4.5pts,0
677910,115058452,Under 79.5pts,0
677911,115058452,Over 79.5pts,1
264295,115058453,Under 169.5pts,0
264296,115058453,Over 169.5pts,1
286852,115058454,Over 149.5pts,1
512601,115058457,Lithuania,1
512605,115058457,Slovenia,0
537988,115058458,Lithuania -2.5pts,1
1265229,115058458,Slovenia +2.5pts,0
5816814,115058459,Slovenia +3.5pts,1
8820455,115058459,Lithuania -3.5pts,0
288116,115058462,Under 153.5pts,1
288117,115058462,Over 153.5pts,0
512601,115058464,Lithuania,0
512605,115058464,Slovenia,1
8820461,115058465,Slovenia +1.5pts,1
4565676,115058466,Under 38.5pts,0
4565677,115058466,Over 38.5pts,1
2005669,115058467,Slovenia (HT),1
2005731,115058467,Lithuania (HT),0
8820461,115058468,Slovenia +1.5pts,1
8820462,115058468,Lithuania -1.5pts,0
680259,115058469,Under 76.5pts,0
680260,115058469,Over 76.5pts,1
6466225,115058470,Under 163.5pts,1
6466226,115058470,Over 163.5pts,0
313163,115058471,Under 143.5pts,1
313164,115058471,Over 143.5pts,0
208004,115058474,Turkey,1
4123625,115058474,Dominican Republic,0
2561834,115058475,Turkey -4.5pts,1
8820362,115058475,Dominican Republic +4.5pts,0
8820381,115058476,Dominican Republic +5.5pts,1
286850,115058479,Over 140.5pts,1
286851,115058479,Under 140.5pts,0
208004,115058481,Turkey,1
2543462,115058483,Under 35.5pts,1
2543464,115058483,Over 35.5pts,0
2005641,115058484,Turkey (HT),1
5788468,115058485,Turkey -2.5pts,1
774623,115058486,Under 70.5pts,1
774624,115058486,Over 70.5pts,0
697203,115058487,Under 150.5pts,1
295659,115058488,Under 130.5pts,0
295660,115058488,Over 130.5pts,1
208006,115058495,Spain,1
2486691,115058495,Serbia,0
7615785,115058496,Spain -17.5pts,0
8820396,115058496,Serbia +17.5pts,1
8813634,115058497,Spain -18.5pts,0
8820397,115058497,Serbia +18.5pts,1
8820399,115058498,Serbia +16.5pts,1
8820400,115058498,Spain -16.5pts,0
286852,115058500,Over 149.5pts,1
286853,115058500,Under 149.5pts,0
2486691,115058502,Serbia,1
2549473,115058504,Over 37.5pts,1
2005696,115058505,Spain (HT),1
2014223,115058505,Serbia (HT),0
8817791,115058506,Spain -8.5pts,1
2549258,115058507,Under 74.5pts,0
2549259,115058507,Over 74.5pts,1
704544,115058508,Under 159.5pts,0
704545,115058508,Over 159.5pts,1
303475,115058509,Over 139.5pts,1
208017,115058511,Argentina,0
512602,115058511,Greece,1
1184627,115058513,Greece -5.5,1
4871640,115058513,Argentina +5.5,0
288116,115058516,Under 153.5pts,1
288117,115058516,Over 153.5pts,0
208017,115058518,Argentina,0
512602,115058518,Greece,1
4565676,115058520,Under 38.5pts,0
4565677,115058520,Over 38.5pts,1
2005732,115058521,Greece (HT),1
2536832,115058522,Greece -2.5,1
680260,115058523,Over 76.5pts,1
6466225,115058524,Under 163.5pts,1
6466226,115058524,Over 163.5pts,0
313163,115058525,Under 143.5pts,0
313164,115058525,Over 143.5pts,1
2004784,115058526,Draw/Argentina,1
2248507,115071484,Flavia Pennetta,0
2538236,115071484,Serena Williams,1
3136655,115071484,Any Other Player,0
2453959,115071485,Ekaterina Makarova,1
2256462,115071486,Lucie Safarova,1
2309567,115071487,Sara Errani,1
1221386,115099755,Over 1.5 Goals,1
1221386,115099759,Over 1.5 Goals,1
1222344,115099760,Under 3.5 Goals,1
1222346,115099761,Over 4.5 Goals,1
3,115099772,1 - 1,1
4,115099772,0 - 1,0
14,115099772,2 - 3,0
